Customer ID,Age,Income,Education,Country,Customer Segment,Average Spend,Purchases,Response Rate
827,72,93404.00,Graduation,Germany,Low Value,0.00,0,0.0000
828,64,37859.00,Graduation,Germany,Low Value,0.00,0,0.0000
829,68,80995.00,PhD,Canada,Low Value,0.00,0,0.0000
830,42,16529.00,Graduation,Germany,Low Value,0.00,0,0.0000
831,50,55412.00,PhD,Canada,Low Value,0.00,0,0.0000
832,34,48789.00,Graduation,United States,Low Value,0.00,0,0.0000
833,59,56575.00,PhD,Australia,Low Value,0.00,0,0.0000
834,46,25130.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
835,59,35441.00,Graduation,Australia,Low Value,0.00,0,0.0000
836,70,71391.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
837,54,49494.00,Master,Canada,Low Value,0.00,0,0.0000
838,46,81702.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
839,46,45889.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
840,49,56628.00,Graduation,Australia,Low Value,0.00,0,0.0000
841,76,34026.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
842,52,40049.00,Graduation,Germany,Low Value,0.00,0,0.0000
843,38,34176.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
844,45,19419.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
845,66,82504.00,2n Cycle,Australia,Low Value,0.00,0,0.0000
846,56,81205.00,Graduation,Germany,Low Value,0.00,0,0.0000
847,35,61618.00,2n Cycle,Germany,Low Value,0.00,0,0.0000
848,70,55284.00,Master,United States,Low Value,0.00,0,0.0000
849,63,49980.00,Graduation,Australia,Low Value,0.00,0,0.0000
850,46,15072.00,Graduation,Germany,Low Value,0.00,0,0.0000
851,52,49166.00,Graduation,Germany,Low Value,0.00,0,0.0000
852,72,65324.00,PhD,United States,Low Value,0.00,0,0.0000
853,69,82347.00,2n Cycle,Germany,Low Value,0.00,0,0.0000
854,60,30843.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
855,52,46374.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
856,47,60474.00,Graduation,Canada,Low Value,0.00,0,0.0000
857,53,38576.00,Master,United Kingdom,Low Value,0.00,0,0.0000
858,41,55357.00,Graduation,Australia,Low Value,0.00,0,0.0000
859,60,37758.00,Graduation,United States,Low Value,0.00,0,0.0000
860,37,85710.00,2n Cycle,Canada,Low Value,0.00,0,0.0000
861,57,23228.00,Graduation,United States,Low Value,0.00,0,0.0000
862,57,44602.00,Master,Australia,Low Value,0.00,0,0.0000
863,39,7500.00,Graduation,Germany,Low Value,0.00,0,0.0000
864,37,38683.00,2n Cycle,United States,Low Value,0.00,0,0.0000
865,51,49514.00,2n Cycle,Canada,Low Value,0.00,0,0.0000
866,53,57906.00,PhD,Germany,Low Value,0.00,0,0.0000
867,60,43456.00,Master,Canada,Low Value,0.00,0,0.0000
868,40,19485.00,Master,United States,Low Value,0.00,0,0.0000
869,48,53172.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
870,47,30545.00,Graduation,Germany,Low Value,0.00,0,0.0000
871,43,70123.00,PhD,United States,Low Value,0.00,0,0.0000
872,67,62450.00,Graduation,Australia,Low Value,0.00,0,0.0000
873,50,21675.00,Graduation,Australia,Low Value,0.00,0,0.0000
874,45,42395.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
875,48,61346.00,Master,United Kingdom,Low Value,0.00,0,0.0000
876,73,80812.00,Graduation,Germany,Low Value,0.00,0,0.0000
877,55,42835.00,Master,United States,Low Value,0.00,0,0.0000
878,43,39922.00,Graduation,Australia,Low Value,0.00,0,0.0000
879,70,86424.00,Master,Germany,Low Value,0.00,0,0.0000
880,48,17117.00,2n Cycle,Australia,Low Value,0.00,0,0.0000
881,54,24762.00,Graduation,United States,Low Value,0.00,0,0.0000
882,51,35797.00,Graduation,Australia,Low Value,0.00,0,0.0000
883,51,36627.00,Graduation,Germany,Low Value,0.00,0,0.0000
884,45,51111.00,2n Cycle,United States,Low Value,0.00,0,0.0000
885,54,86857.00,PhD,Australia,Low Value,0.00,0,0.0000
886,56,82072.00,PhD,Germany,Low Value,0.00,0,0.0000
887,73,46231.00,PhD,United States,Low Value,0.00,0,0.0000
888,67,42243.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
889,64,51195.00,Graduation,Canada,Low Value,0.00,0,0.0000
890,48,68092.00,Master,Australia,Low Value,0.00,0,0.0000
891,53,31814.00,Graduation,Canada,Low Value,0.00,0,0.0000
892,61,51390.00,Master,Canada,Low Value,0.00,0,0.0000
893,43,76630.00,Graduation,Germany,Low Value,0.00,0,0.0000
894,35,26868.00,Basic,Australia,Low Value,0.00,0,0.0000
895,83,48948.00,PhD,Australia,Low Value,0.00,0,0.0000
896,54,55260.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
897,70,64090.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
898,68,78331.00,Graduation,Canada,Low Value,0.00,0,0.0000
899,52,37087.00,PhD,Australia,Low Value,0.00,0,0.0000
900,40,21846.00,Graduation,Australia,Low Value,0.00,0,0.0000
901,68,81320.00,Graduation,Australia,Low Value,0.00,0,0.0000
902,56,54137.00,Graduation,United States,Low Value,0.00,0,0.0000
903,59,66825.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
904,53,57100.00,Graduation,United States,Low Value,0.00,0,0.0000
905,57,58917.00,Graduation,Australia,Low Value,0.00,0,0.0000
906,49,85072.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
907,65,86429.00,Graduation,Australia,Low Value,0.00,0,0.0000
908,55,45684.00,Graduation,Germany,Low Value,0.00,0,0.0000
909,52,47889.00,Graduation,United States,Low Value,0.00,0,0.0000
910,40,45921.00,PhD,Germany,Low Value,0.00,0,0.0000
911,60,78420.00,PhD,United States,Low Value,0.00,0,0.0000
912,34,75114.00,Graduation,United States,Low Value,0.00,0,0.0000
913,63,52278.00,PhD,United States,Low Value,0.00,0,0.0000
914,54,35641.00,Master,United States,Low Value,0.00,0,0.0000
915,32,95529.00,Graduation,United States,Low Value,0.00,0,0.0000
916,72,62820.00,Graduation,Australia,Low Value,0.00,0,0.0000
917,66,73113.00,Master,United States,Low Value,0.00,0,0.0000
918,44,84169.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
919,72,42607.00,2n Cycle,Germany,Low Value,0.00,0,0.0000
920,72,74637.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
921,71,46015.00,PhD,Australia,Low Value,0.00,0,0.0000
922,33,72354.00,Graduation,Canada,Low Value,0.00,0,0.0000
923,57,39858.00,Master,Canada,Low Value,0.00,0,0.0000
924,78,34469.00,PhD,Germany,Low Value,0.00,0,0.0000
925,40,83033.00,Graduation,Canada,Low Value,0.00,0,0.0000
926,47,24401.00,Master,United States,Low Value,0.00,0,0.0000
927,48,77583.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
928,44,74116.00,2n Cycle,Germany,Low Value,0.00,0,0.0000
929,33,74293.00,Graduation,Canada,Low Value,0.00,0,0.0000
930,50,68397.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
931,52,79632.00,PhD,United States,Low Value,0.00,0,0.0000
932,37,46107.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
933,75,64950.00,PhD,Australia,Low Value,0.00,0,0.0000
934,37,25443.00,Basic,Germany,Low Value,0.00,0,0.0000
935,74,75127.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
936,55,32892.00,PhD,Australia,Low Value,0.00,0,0.0000
937,55,71796.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
938,56,67536.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
939,55,55239.00,Graduation,United States,Low Value,0.00,0,0.0000
940,51,60554.00,PhD,Germany,Low Value,0.00,0,0.0000
941,74,64831.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
942,64,56067.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
943,43,82025.00,Graduation,United States,Low Value,0.00,0,0.0000
944,73,94384.00,Graduation,United States,Low Value,0.00,0,0.0000
945,40,14906.00,Basic,Australia,Low Value,0.00,0,0.0000
946,39,51563.00,PhD,Germany,Low Value,0.00,0,0.0000
947,44,57937.00,2n Cycle,Australia,Low Value,0.00,0,0.0000
948,47,68274.00,Graduation,Canada,Low Value,0.00,0,0.0000
949,49,39771.00,Graduation,United States,Low Value,0.00,0,0.0000
950,51,67893.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
951,47,27922.00,PhD,Canada,Low Value,0.00,0,0.0000
952,50,52190.00,PhD,Australia,Low Value,0.00,0,0.0000
953,53,44051.00,Master,Canada,Low Value,0.00,0,0.0000
954,55,42767.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
955,50,46106.00,Master,United States,Low Value,0.00,0,0.0000
956,50,16927.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
957,61,59754.00,Graduation,United States,Low Value,0.00,0,0.0000
958,74,53700.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
959,53,59041.00,Graduation,Australia,Low Value,0.00,0,0.0000
960,69,54237.00,PhD,Australia,Low Value,0.00,0,0.0000
961,59,70647.00,Graduation,Germany,Low Value,0.00,0,0.0000
962,64,52597.00,PhD,Australia,Low Value,0.00,0,0.0000
963,57,41021.00,Master,Canada,Low Value,0.00,0,0.0000
964,51,40233.00,PhD,United States,Low Value,0.00,0,0.0000
965,46,50183.00,Graduation,Australia,Low Value,0.00,0,0.0000
966,67,54753.00,Graduation,Canada,Low Value,0.00,0,0.0000
967,53,92955.00,Graduation,Canada,Low Value,0.00,0,0.0000
968,53,33471.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
969,52,34596.00,PhD,Germany,Low Value,0.00,0,0.0000
970,46,44010.00,Graduation,Canada,Low Value,0.00,0,0.0000
971,38,84219.00,Graduation,United States,Low Value,0.00,0,0.0000
972,58,40706.00,PhD,United Kingdom,Low Value,0.00,0,0.0000
973,38,15716.00,2n Cycle,United States,Low Value,0.00,0,0.0000
974,67,59052.00,2n Cycle,United Kingdom,Low Value,0.00,0,0.0000
975,55,80573.00,Master,United Kingdom,Low Value,0.00,0,0.0000
976,64,83715.00,Graduation,Australia,Low Value,0.00,0,0.0000
977,67,82576.00,Master,United States,Low Value,0.00,0,0.0000
978,61,56962.00,Master,United Kingdom,Low Value,0.00,0,0.0000
979,74,35704.00,Graduation,Germany,Low Value,0.00,0,0.0000
980,72,53103.00,Graduation,Australia,Low Value,0.00,0,0.0000
981,66,46779.00,2n Cycle,Germany,Low Value,0.00,0,0.0000
982,61,4861.00,Graduation,Germany,Low Value,0.00,0,0.0000
983,47,33462.00,Master,United States,Low Value,0.00,0,0.0000
984,48,63693.00,Graduation,Canada,Low Value,0.00,0,0.0000
985,76,80763.00,Graduation,Australia,Low Value,0.00,0,0.0000
986,52,65352.00,PhD,Australia,Low Value,0.00,0,0.0000
987,48,82170.00,PhD,Australia,Low Value,0.00,0,0.0000
988,57,75759.00,Graduation,Canada,Low Value,0.00,0,0.0000
989,50,79689.00,2n Cycle,Australia,Low Value,0.00,0,0.0000
990,70,35340.00,PhD,United States,Low Value,0.00,0,0.0000
991,72,85683.00,Graduation,United Kingdom,Low Value,0.00,0,0.0000
992,54,24884.00,2n Cycle,Canada,Low Value,0.00,0,0.0000
993,45,42021.00,Master,Australia,Low Value,0.00,0,0.0000
994,37,64449.00,Graduation,Germany,Low Value,0.00,0,0.0000
995,72,64587.00,Graduation,Canada,Low Value,0.00,0,0.0000
996,31,34824.00,Graduation,Canada,Low Value,0.00,0,0.0000
997,48,75437.00,Graduation,Germany,Low Value,0.00,0,0.0000
998,69,26091.00,Graduation,Germany,Low Value,0.00,0,0.0000
999,53,52845.00,Graduation,Canada,Low Value,0.00,0,0.0000
1000,70,46086.00,Graduation,Germany,Low Value,0.00,0,0.0000
1001,70,78028.00,PhD,United States,Medium Value,40.54,8,0.1667
1002,39,95169.00,PhD,Australia,Medium Value,40.54,8,0.1667
1003,45,56337.00,2n Cycle,United States,Medium Value,40.54,8,0.1667
1004,39,22434.00,Graduation,Canada,Medium Value,60.81,8,0.1667
1005,72,36930.00,PhD,United Kingdom,Medium Value,60.81,8,0.1667
1006,72,36130.00,Graduation,United States,Medium Value,60.81,8,0.1667
1007,73,65569.00,Master,United Kingdom,Medium Value,40.54,8,0.1667
1008,74,83844.00,Graduation,United States,Medium Value,60.81,8,0.1667
1009,58,19514.00,Graduation,United Kingdom,Medium Value,27.03,12,0.1667
1010,63,36736.00,PhD,Canada,Medium Value,40.54,8,0.1667
1011,47,77568.00,Graduation,Canada,Medium Value,40.54,12,0.1667
1012,50,49187.00,PhD,Canada,Medium Value,27.03,12,0.1667
1013,48,30168.00,Graduation,United States,Medium Value,40.54,8,0.1667
1014,58,34053.00,Master,United States,Medium Value,60.81,8,0.1667
1015,55,38196.00,Master,Australia,Medium Value,40.54,8,0.1667
1016,75,59412.00,Master,Canada,Medium Value,60.81,8,0.1667
1017,61,70924.00,2n Cycle,Germany,Medium Value,60.81,8,0.1667
1018,57,54165.00,Graduation,Australia,Medium Value,40.54,12,0.1667
1019,53,32300.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1020,50,20180.00,Graduation,United States,Medium Value,60.81,8,0.1667
1021,53,34961.00,Graduation,United Kingdom,Medium Value,40.54,8,0.1667
1022,52,28440.00,PhD,Germany,Medium Value,40.54,8,0.1667
1023,73,64504.00,PhD,Canada,Medium Value,60.81,8,0.1667
1024,60,33564.00,Master,Canada,Medium Value,27.03,12,0.1667
1025,48,17345.00,Graduation,Germany,Medium Value,60.81,8,0.1667
1026,59,56320.00,PhD,United Kingdom,Medium Value,60.81,8,0.1667
1027,48,28647.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1028,39,15038.00,Basic,Canada,Medium Value,27.03,12,0.1667
1029,68,32173.00,PhD,United Kingdom,Medium Value,60.81,8,0.1667
1030,62,68316.00,2n Cycle,Germany,Medium Value,40.54,12,0.1667
1031,55,74538.00,Graduation,United States,Medium Value,40.54,8,0.1667
1032,55,91700.00,Graduation,United States,Medium Value,27.03,12,0.1667
1033,57,68695.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1034,49,31056.00,2n Cycle,Canada,Medium Value,27.03,12,0.1667
1035,53,79593.00,Graduation,Canada,Medium Value,40.54,12,0.1667
1036,46,28071.00,Graduation,United Kingdom,Medium Value,27.03,12,0.1667
1037,68,37334.00,PhD,Australia,Medium Value,40.54,8,0.1667
1038,54,46423.00,Master,Canada,Medium Value,40.54,8,0.1667
1039,55,37126.00,PhD,United States,Medium Value,27.03,12,0.1667
1040,73,47703.00,Graduation,Germany,Medium Value,40.54,8,0.1667
1041,67,61180.00,Graduation,Canada,Medium Value,27.03,12,0.1667
1042,72,38998.00,Graduation,United States,Medium Value,27.03,12,0.1667
1043,35,8028.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1044,64,76081.00,Graduation,Australia,Medium Value,40.54,12,0.1667
1045,40,34728.00,Graduation,Germany,Medium Value,40.54,12,0.1667
1046,61,33168.00,Master,Canada,Medium Value,40.54,12,0.1667
1047,60,33585.00,Master,Canada,Medium Value,27.03,12,0.1667
1048,66,77037.00,PhD,United States,Medium Value,40.54,8,0.1667
1049,42,35196.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1050,60,44529.00,Graduation,Germany,Medium Value,60.81,8,0.1667
1051,61,70924.00,2n Cycle,Germany,Medium Value,40.54,8,0.1667
1052,60,28764.00,PhD,Canada,Medium Value,60.81,8,0.1667
1053,77,69098.00,PhD,United Kingdom,Medium Value,60.81,8,0.1667
1054,56,25959.00,2n Cycle,Australia,Medium Value,40.54,8,0.1667
1055,43,27100.00,Master,United Kingdom,Medium Value,40.54,8,0.1667
1056,41,70596.00,Graduation,United Kingdom,Medium Value,40.54,8,0.1667
1057,52,42557.00,Graduation,Australia,Medium Value,27.03,12,0.1667
1058,75,53312.00,PhD,Germany,Medium Value,60.81,8,0.1667
1059,74,72228.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1060,39,67605.00,Graduation,Australia,Medium Value,27.03,12,0.1667
1061,77,62845.00,Master,Canada,Medium Value,40.54,8,0.1667
1062,68,65196.00,Graduation,Germany,Medium Value,60.81,8,0.1667
1063,39,42000.00,PhD,Germany,Medium Value,40.54,12,0.1667
1064,53,35860.00,PhD,United States,Medium Value,40.54,12,0.1667
1065,62,65526.00,PhD,Germany,Medium Value,40.54,8,0.1667
1066,65,16860.00,Graduation,Canada,Medium Value,60.81,8,0.1667
1067,34,83528.00,Graduation,Canada,Medium Value,40.54,8,0.1667
1068,61,64176.00,2n Cycle,Canada,Medium Value,40.54,12,0.1667
1069,70,22304.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1070,48,67023.00,Graduation,Germany,Medium Value,40.54,8,0.1667
1071,55,32892.00,PhD,United Kingdom,Medium Value,40.54,8,0.1667
1072,60,70713.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1073,71,59925.00,Graduation,Australia,Medium Value,40.54,12,0.1667
1074,73,39722.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1075,68,46610.00,Graduation,United Kingdom,Medium Value,40.54,12,0.1667
1076,65,88347.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1077,45,87171.00,PhD,United States,Medium Value,40.54,12,0.1667
1078,50,26907.00,2n Cycle,Canada,Medium Value,60.81,8,0.1667
1079,58,50014.00,Master,Australia,Medium Value,27.03,12,0.1667
1080,48,41014.00,PhD,Canada,Medium Value,40.54,8,0.1667
1081,61,66294.00,Graduation,Canada,Medium Value,60.81,8,0.1667
1082,55,36715.00,Graduation,Germany,Medium Value,40.54,12,0.1667
1083,70,79456.00,Graduation,Australia,Medium Value,40.54,12,0.1667
1084,44,40479.00,Graduation,Canada,Medium Value,40.54,8,0.1667
1085,56,75345.00,Master,Australia,Medium Value,27.03,12,0.1667
1086,49,54233.00,Graduation,United Kingdom,Medium Value,40.54,12,0.1667
1087,56,24163.00,Graduation,Australia,Medium Value,27.03,12,0.1667
1088,68,84460.00,PhD,Australia,Medium Value,27.03,12,0.1667
1089,43,43776.00,Graduation,Canada,Medium Value,27.03,12,0.1667
1090,68,71691.00,PhD,Australia,Medium Value,40.54,12,0.1667
1091,53,85844.00,PhD,United States,Medium Value,27.03,12,0.1667
1092,52,39190.00,PhD,Canada,Medium Value,40.54,12,0.1667
1093,67,71367.00,Graduation,United States,Medium Value,27.03,12,0.1667
1094,54,38578.00,PhD,United Kingdom,Medium Value,40.54,8,0.1667
1095,61,57236.00,PhD,Germany,Medium Value,60.81,8,0.1667
1096,47,61825.00,Graduation,United Kingdom,Medium Value,27.03,12,0.1667
1097,68,79803.00,Graduation,Germany,Medium Value,27.03,12,0.1667
1098,40,80910.00,2n Cycle,United States,Medium Value,40.54,8,0.1667
1099,44,27590.00,Master,United Kingdom,Medium Value,40.54,12,0.1667
1100,47,56775.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1101,51,83829.00,Graduation,Germany,Medium Value,40.54,12,0.1667
1102,47,54210.00,2n Cycle,Australia,Medium Value,40.54,8,0.1667
1103,40,38508.00,Graduation,Canada,Medium Value,40.54,12,0.1667
1104,56,53187.00,Graduation,Canada,Medium Value,60.81,8,0.1667
1105,54,30023.00,Graduation,United Kingdom,Medium Value,27.03,12,0.1667
1106,66,76045.00,PhD,Canada,Medium Value,27.03,12,0.1667
1107,74,50870.00,PhD,Australia,Medium Value,40.54,12,0.1667
1108,56,15315.00,2n Cycle,Germany,Medium Value,27.03,12,0.1667
1109,52,65463.00,2n Cycle,United States,Medium Value,40.54,12,0.1667
1110,61,66480.00,Graduation,Germany,Medium Value,60.81,8,0.1667
1111,72,76773.00,Graduation,Canada,Medium Value,40.54,12,0.1667
1112,43,81698.00,2n Cycle,Canada,Medium Value,40.54,12,0.1667
1113,53,54466.00,PhD,Canada,Medium Value,40.54,8,0.1667
1114,66,98777.00,Master,Germany,Medium Value,60.81,8,0.1667
1115,42,16269.00,PhD,Canada,Medium Value,60.81,8,0.1667
1116,55,71819.00,Graduation,Germany,Medium Value,40.54,12,0.1667
1117,43,33569.00,PhD,Germany,Medium Value,27.03,12,0.1667
1118,43,36262.00,Master,United States,Medium Value,40.54,8,0.1667
1119,60,22634.00,Basic,United States,Medium Value,40.54,12,0.1667
1120,48,47025.00,2n Cycle,Canada,Medium Value,60.81,8,0.1667
1121,58,70566.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1122,47,31605.00,PhD,Canada,Medium Value,40.54,12,0.1667
1123,53,52034.00,Master,Canada,Medium Value,27.03,12,0.1667
1124,47,48526.00,Graduation,Australia,Medium Value,40.54,12,0.1667
1125,72,46734.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1126,64,39552.00,Graduation,Australia,Medium Value,27.03,12,0.1667
1127,60,86358.00,Graduation,United States,Medium Value,40.54,8,0.1667
1128,49,46931.00,Graduation,Canada,Medium Value,27.03,12,0.1667
1129,41,16581.00,Basic,United States,Medium Value,40.54,8,0.1667
1130,74,63998.00,2n Cycle,Australia,Medium Value,40.54,8,0.1667
1131,75,67381.00,Master,Australia,Medium Value,60.81,8,0.1667
1132,59,25930.00,Graduation,United States,Medium Value,40.54,8,0.1667
1133,48,42693.00,Graduation,Australia,Medium Value,40.54,8,0.1667
1134,50,85606.00,Graduation,United Kingdom,Medium Value,27.03,12,0.1667
1135,41,72903.00,Graduation,United States,Medium Value,27.03,12,0.1667
1136,52,49669.00,2n Cycle,United States,Medium Value,40.54,12,0.1667
1137,58,36778.00,PhD,United Kingdom,Medium Value,40.54,12,0.1667
1138,64,85696.00,PhD,Canada,Medium Value,60.81,8,0.1667
1139,37,10979.00,Master,Australia,Medium Value,27.03,12,0.1667
1140,65,49678.00,Graduation,United Kingdom,Medium Value,27.03,12,0.1667
1141,73,56129.00,Master,Canada,Medium Value,27.03,12,0.1667
1142,37,37155.00,Graduation,Australia,Medium Value,40.54,12,0.1667
1143,48,21282.00,2n Cycle,Canada,Medium Value,60.81,8,0.1667
1144,64,33419.00,PhD,United States,Medium Value,40.54,8,0.1667
1145,81,63285.00,Graduation,Germany,Medium Value,40.54,8,0.1667
1146,52,21255.00,Master,Canada,Medium Value,27.03,12,0.1667
1147,45,42162.00,Graduation,Germany,Medium Value,40.54,8,0.1667
1148,70,54450.00,Graduation,United Kingdom,Medium Value,40.54,8,0.1667
1149,72,57744.00,PhD,Canada,Medium Value,40.54,8,0.1667
1150,40,26576.00,Graduation,Canada,Medium Value,27.03,12,0.1667
1151,83,57513.00,PhD,Canada,Medium Value,60.81,8,0.1667
1152,62,68142.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1153,47,7500.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1154,52,83145.00,Graduation,United Kingdom,Medium Value,40.54,8,0.1667
1155,66,54197.00,Master,United Kingdom,Medium Value,40.54,8,0.1667
1156,63,23091.00,PhD,United Kingdom,Medium Value,40.54,12,0.1667
1157,50,46049.00,Graduation,Germany,Medium Value,60.81,8,0.1667
1158,52,56715.00,Graduation,United States,Medium Value,27.03,12,0.1667
1159,65,79410.00,Graduation,United Kingdom,Medium Value,40.54,8,0.1667
1160,75,57304.00,Graduation,United States,Medium Value,40.54,8,0.1667
1161,61,44375.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1162,70,54450.00,Graduation,United Kingdom,Medium Value,60.81,8,0.1667
1163,61,59594.00,Graduation,United Kingdom,Medium Value,40.54,12,0.1667
1164,32,80685.00,Graduation,Germany,Medium Value,60.81,8,0.1667
1165,52,40344.00,PhD,Australia,Medium Value,40.54,8,0.1667
1166,54,62710.00,Graduation,United Kingdom,Medium Value,60.81,8,0.1667
1167,58,48985.00,2n Cycle,Australia,Medium Value,40.54,8,0.1667
1168,58,35322.00,Graduation,United States,Medium Value,60.81,8,0.1667
1169,78,77142.00,Graduation,Germany,Medium Value,27.03,12,0.1667
1170,57,81657.00,Graduation,Australia,Medium Value,27.03,12,0.1667
1171,30,14421.00,Basic,Australia,Medium Value,27.03,12,0.1667
1172,52,20130.00,2n Cycle,Germany,Medium Value,27.03,12,0.1667
1173,36,74214.00,PhD,Canada,Medium Value,27.03,12,0.1667
1174,69,66726.00,Master,United Kingdom,Medium Value,40.54,8,0.1667
1175,47,23724.00,Basic,Australia,Medium Value,27.03,12,0.1667
1176,66,47353.00,Master,Germany,Medium Value,60.81,8,0.1667
1177,74,33444.00,Master,United States,Medium Value,40.54,8,0.1667
1178,45,54386.00,Graduation,United Kingdom,Medium Value,40.54,12,0.1667
1179,45,28510.00,Graduation,Canada,Medium Value,40.54,8,0.1667
1180,35,90638.00,Master,Germany,Medium Value,40.54,12,0.1667
1181,76,48070.00,Graduation,Canada,Medium Value,27.03,12,0.1667
1182,69,43140.00,Graduation,United States,Medium Value,27.03,12,0.1667
1183,65,54959.00,PhD,Canada,Medium Value,40.54,8,0.1667
1184,68,15056.00,Basic,Canada,Medium Value,40.54,8,0.1667
1185,55,26954.00,Graduation,Germany,Medium Value,40.54,8,0.1667
1186,41,22327.00,Graduation,United Kingdom,Medium Value,40.54,8,0.1667
1187,61,44393.00,Graduation,United States,Medium Value,60.81,8,0.1667
1188,74,62000.00,PhD,Australia,Medium Value,27.03,12,0.1667
1189,64,31497.00,PhD,United States,Medium Value,40.54,8,0.1667
1190,52,45894.00,2n Cycle,Germany,Medium Value,40.54,12,0.1667
1191,56,78579.00,Master,United States,Medium Value,40.54,8,0.1667
1192,57,67369.00,Master,Australia,Medium Value,60.81,8,0.1667
1193,66,58401.00,Graduation,Australia,Medium Value,60.81,8,0.1667
1194,74,62307.00,Graduation,United Kingdom,Medium Value,27.03,12,0.1667
1195,57,43641.00,Master,United States,Medium Value,60.81,8,0.1667
1196,58,63841.00,Master,United States,Medium Value,60.81,8,0.1667
1197,61,46891.00,2n Cycle,Australia,Medium Value,40.54,12,0.1667
1198,57,70091.00,Master,Germany,Medium Value,40.54,8,0.1667
1199,54,78075.00,PhD,Australia,Medium Value,40.54,12,0.1667
1200,65,59184.00,2n Cycle,Australia,Medium Value,40.54,12,0.1667
1201,49,54809.00,Graduation,United Kingdom,Medium Value,60.81,8,0.1667
1202,67,58113.00,Graduation,Germany,Medium Value,27.03,12,0.1667
1203,68,51412.00,Master,Canada,Medium Value,40.54,12,0.1667
1204,47,15287.00,Graduation,United States,Medium Value,40.54,8,0.1667
1205,69,66636.00,Master,United States,Medium Value,60.81,8,0.1667
1206,70,50965.00,Master,Canada,Medium Value,40.54,12,0.1667
1207,61,84618.00,PhD,United Kingdom,Medium Value,60.81,8,0.1667
1208,36,18351.00,Graduation,Australia,Medium Value,40.54,12,0.1667
1209,69,40451.00,PhD,Germany,Medium Value,40.54,12,0.1667
1210,61,36317.00,Graduation,United States,Medium Value,40.54,8,0.1667
1211,69,42213.00,Graduation,United States,Medium Value,40.54,12,0.1667
1212,71,65748.00,Graduation,Australia,Medium Value,27.03,12,0.1667
1213,54,77044.00,Graduation,Canada,Medium Value,60.81,8,0.1667
1214,57,74918.00,Graduation,United Kingdom,Medium Value,60.81,8,0.1667
1215,54,56721.00,Graduation,United States,Medium Value,60.81,8,0.1667
1216,51,42160.00,Graduation,Germany,Medium Value,60.81,8,0.1667
1217,61,61559.00,Graduation,Canada,Medium Value,40.54,12,0.1667
1218,63,33629.00,PhD,United States,Medium Value,40.54,12,0.1667
1219,35,68682.00,PhD,Canada,Medium Value,60.81,8,0.1667
1220,63,34377.00,Graduation,United States,Medium Value,40.54,12,0.1667
1221,40,8940.00,Basic,Australia,Medium Value,40.54,12,0.1667
1222,53,26228.00,Graduation,Australia,Medium Value,60.81,8,0.1667
